날짜,,실시간 전력 부하,,,,,,육태,육풍,제태,제풍,신재생에너지,,,,,날짜,Net demand,hour,Demand,,
2022-06-30 0:00,92154100000,66763800000,25390400000,13117900000,19.6 %,2022-06-30,1:00,34025000,5327058333,1291666.667,1149708333,6512083333,,,,,22-6-30 0:00,60251716667 ,1,2982,,0
2022-06-30 0:05,91326700000,66731000000,24595700000,13129400000,19.7 %,,,34025000,5327058333,1291666.667,1149708333,6512083333,,,,,22-6-30 0:05,60218916667 ,2,2981,,0
2022-06-30 0:10,91310700000,66015900000,25294800000,13356700000,20.2 %,,,34025000,5327058333,1291666.667,1149708333,6512083333,,,,,22-6-30 0:10,59503816667 ,3,2945,,0
2022-06-30 0:15,91296200000,65864200000,25432000000,13348200000,20.3 %,,,34025000,5327058333,1291666.667,1149708333,6512083333,,,,,22-6-30 0:15,59352116667 ,4,2938,,0
2022-06-30 0:20,91305200000,65642900000,25662400000,13094300000,19.9 %,,,34025000,5327058333,1291666.667,1149708333,6512083333,,,,,22-6-30 0:20,59130816667 ,5,2927,,0
2022-06-30 0:25,91300700000,65524100000,25776600000,13118100000,20.0 %,,,34025000,5327058333,1291666.667,1149708333,6512083333,,,,,22-6-30 0:25,59012016667 ,6,2921,,0
2022-06-30 0:30,91308500000,65142900000,26165600000,12808800000,19.7 %,,,34025000,5327058333,1291666.667,1149708333,6512083333,,,,,22-6-30 0:30,58630816667 ,7,2902,,0
2022-06-30 0:35,91339700000,64960800000,26378800000,12474000000,19.2 %,,,34025000,5327058333,1291666.667,1149708333,6512083333,,,,,22-6-30 0:35,58448716667 ,8,2893,,0
2022-06-30 0:40,91337400000,64660800000,26676700000,12512600000,19.4 %,,,34025000,5327058333,1291666.667,1149708333,6512083333,,,,,22-6-30 0:40,58148716667 ,9,2878,,0
2022-06-30 0:45,91346900000,64728000000,26618900000,12227100000,18.9 %,,,34025000,5327058333,1291666.667,1149708333,6512083333,,,,,22-6-30 0:45,58215916667 ,10,2882,,0
2022-06-30 0:50,91356400000,64466200000,26890200000,11958800000,18.6 %,,,34025000,5327058333,1291666.667,1149708333,6512083333,,,,,22-6-30 0:50,57954116667 ,11,2869,,0
2022-06-30 0:55,91361800000,64330700000,27031000000,11718600000,18.2 %,,,34025000,5327058333,1291666.667,1149708333,6512083333,,,,,22-6-30 0:55,57818616667 ,12,2862,,0
2022-06-30 1:00,91351100000,63895900000,27455300000,11474200000,18.0 %,2022-06-30,2:00,10566666.67,5405983333,508333.3333,1172183333,6589241667,,,,,22-6-30 1:00,57306658333 ,13,2837,,0
2022-06-30 1:05,91213100000,63841100000,27372000000,11281000000,17.7 %,,,10566666.67,5405983333,508333.3333,1172183333,6589241667,,,,,22-6-30 1:05,57251858333 ,14,2834,,0
2022-06-30 1:10,91217200000,64137800000,27079400000,11032300000,17.2 %,,,10566666.67,5405983333,508333.3333,1172183333,6589241667,,,,,22-6-30 1:10,57548558333 ,15,2849,,0
2022-06-30 1:15,91226100000,63787200000,27438900000,11179600000,17.5 %,,,10566666.67,5405983333,508333.3333,1172183333,6589241667,,,,,22-6-30 1:15,57197958333 ,16,2831,,0
2022-06-30 1:20,91242100000,63623100000,27619000000,11012900000,17.3 %,,,10566666.67,5405983333,508333.3333,1172183333,6589241667,,,,,22-6-30 1:20,57033858333 ,17,2823,,0
2022-06-30 1:25,91241800000,63456400000,27785400000,10804900000,17.0 %,,,10566666.67,5405983333,508333.3333,1172183333,6589241667,,,,,22-6-30 1:25,56867158333 ,18,2815,,0
2022-06-30 1:30,91238700000,63347800000,27890900000,10480300000,16.5 %,,,10566666.67,5405983333,508333.3333,1172183333,6589241667,,,,,22-6-30 1:30,56758558333 ,19,2810,,0
2022-06-30 1:35,91233700000,63527200000,27706500000,10306800000,16.2 %,,,10566666.67,5405983333,508333.3333,1172183333,6589241667,,,,,22-6-30 1:35,56937958333 ,20,2818,,0
2022-06-30 1:40,91231300000,63564700000,27666600000,10324400000,16.2 %,,,10566666.67,5405983333,508333.3333,1172183333,6589241667,,,,,22-6-30 1:40,56975458333 ,21,2820,,0
2022-06-30 1:45,91231700000,63533100000,27698600000,10150600000,16.0 %,,,10566666.67,5405983333,508333.3333,1172183333,6589241667,,,,,22-6-30 1:45,56943858333 ,22,2819,,0
2022-06-30 1:50,91213300000,63698600000,27514700000,10149900000,15.9 %,,,10566666.67,5405983333,508333.3333,1172183333,6589241667,,,,,22-6-30 1:50,57109358333 ,23,2827,,0
2022-06-30 1:55,91211400000,63794300000,27417000000,10089600000,15.8 %,,,10566666.67,5405983333,508333.3333,1172183333,6589241667,,,,,22-6-30 1:55,57205058333 ,24,2832,,0
2022-06-30 2:00,91202200000,63161000000,28041200000,10699500000,16.9 %,2022-06-30,3:00,10200000,4719491667,150000,1295916667,6025758333,,,,,22-6-30 2:00,57135241667 ,25,2828,,0
2022-06-30 2:05,91219300000,63187500000,28031800000,10675200000,16.9 %,,,10200000,4719491667,150000,1295916667,6025758333,,,,,22-6-30 2:05,57161741667 ,26,2829,,0
2022-06-30 2:10,91225000000,63254800000,27970300000,10610200000,16.8 %,,,10200000,4719491667,150000,1295916667,6025758333,,,,,22-6-30 2:10,57229041667 ,27,2833,,0
2022-06-30 2:15,91226400000,63092600000,28133800000,10750900000,17.0 %,,,10200000,4719491667,150000,1295916667,6025758333,,,,,22-6-30 2:15,57066841667 ,28,2825,,0
2022-06-30 2:20,91208700000,62875900000,28332800000,10935100000,17.4 %,,,10200000,4719491667,150000,1295916667,6025758333,,,,,22-6-30 2:20,56850141667 ,29,2814,,0
2022-06-30 2:25,91212000000,62636300000,28575700000,10956900000,17.5 %,,,10200000,4719491667,150000,1295916667,6025758333,,,,,22-6-30 2:25,56610541667 ,30,2802,,0
2022-06-30 2:30,91214000000,62695700000,28518300000,10592100000,16.9 %,,,10200000,4719491667,150000,1295916667,6025758333,,,,,22-6-30 2:30,56669941667 ,31,2805,,0
2022-06-30 2:35,91191900000,62578700000,28613200000,10654200000,17.0 %,,,10200000,4719491667,150000,1295916667,6025758333,,,,,22-6-30 2:35,56552941667 ,32,2799,,0
2022-06-30 2:40,91183100000,62278800000,28904300000,10915500000,17.5 %,,,10200000,4719491667,150000,1295916667,6025758333,,,,,22-6-30 2:40,56253041667 ,33,2785,,0
2022-06-30 2:45,91183100000,62312500000,28870700000,10893900000,17.5 %,,,10200000,4719491667,150000,1295916667,6025758333,,,,,22-6-30 2:45,56286741667 ,34,2786,,0
2022-06-30 2:50,91167300000,62295900000,28871400000,10975200000,17.6 %,,,10200000,4719491667,150000,1295916667,6025758333,,,,,22-6-30 2:50,56270141667 ,35,2785,,0
2022-06-30 2:55,91166300000,62223000000,28943300000,11007200000,17.7 %,,,10200000,4719491667,150000,1295916667,6025758333,,,,,22-6-30 2:55,56197241667 ,36,2782,,0
2022-06-30 3:00,91163700000,62087700000,29076000000,11171600000,18.0 %,2022-06-30,4:00,4950000,4007100000,0,1180675000,5192725000,,,,,22-6-30 3:00,56894975000 ,37,2816,,0
2022-06-30 3:05,91338700000,62024200000,29314500000,11426100000,18.4 %,,,4950000,4007100000,0,1180675000,5192725000,,,,,22-6-30 3:05,56831475000 ,38,2813,,0
2022-06-30 3:10,91317000000,61940000000,29377000000,11556300000,18.7 %,,,4950000,4007100000,0,1180675000,5192725000,,,,,22-6-30 3:10,56747275000 ,39,2809,,0
2022-06-30 3:15,91327800000,62043300000,29284500000,11550800000,18.6 %,,,4950000,4007100000,0,1180675000,5192725000,,,,,22-6-30 3:15,56850575000 ,40,2814,,0
2022-06-30 3:20,91306100000,62028500000,29277500000,11669000000,18.8 %,,,4950000,4007100000,0,1180675000,5192725000,,,,,22-6-30 3:20,56835775000 ,41,2813,,0
2022-06-30 3:25,91309200000,61628200000,29681100000,12053700000,19.6 %,,,4950000,4007100000,0,1180675000,5192725000,,,,,22-6-30 3:25,56435475000 ,42,2794,,0
2022-06-30 3:30,91294100000,61516100000,29778100000,12070200000,19.6 %,,,4950000,4007100000,0,1180675000,5192725000,,,,,22-6-30 3:30,56323375000 ,43,2788,,0
2022-06-30 3:35,91294800000,61620800000,29674000000,12065800000,19.6 %,,,4950000,4007100000,0,1180675000,5192725000,,,,,22-6-30 3:35,56428075000 ,44,2793,,0
2022-06-30 3:40,91298700000,61470300000,29828400000,12296600000,20.0 %,,,4950000,4007100000,0,1180675000,5192725000,,,,,22-6-30 3:40,56277575000 ,45,2786,,0
2022-06-30 3:45,91301000000,61519400000,29781600000,12349500000,20.1 %,,,4950000,4007100000,0,1180675000,5192725000,,,,,22-6-30 3:45,56326675000 ,46,2788,,0
2022-06-30 3:50,91327900000,61492400000,29835500000,12429200000,20.2 %,,,4950000,4007100000,0,1180675000,5192725000,,,,,22-6-30 3:50,56299675000 ,47,2787,,0
2022-06-30 3:55,91331200000,61371900000,29959300000,12540100000,20.4 %,,,4950000,4007100000,0,1180675000,5192725000,,,,,22-6-30 3:55,56179175000 ,48,2781,,0
2022-06-30 4:00,91333000000,61305100000,30027900000,12619900000,20.6 %,2022-06-30,5:00,4116666.667,3896991667,191666.6667,989616666.7,4890916667,,,,,22-6-30 4:00,56414183333 ,49,2792,,0
2022-06-30 4:05,91338100000,61261800000,30076300000,12672000000,20.7 %,,,4116666.667,3896991667,191666.6667,989616666.7,4890916667,,,,,22-6-30 4:05,56370883333 ,50,2790,,0
2022-06-30 4:10,91342800000,61353900000,29988900000,12579000000,20.5 %,,,4116666.667,3896991667,191666.6667,989616666.7,4890916667,,,,,22-6-30 4:10,56462983333 ,51,2795,,0
2022-06-30 4:15,91318800000,61540600000,29778200000,12403800000,20.2 %,,,4116666.667,3896991667,191666.6667,989616666.7,4890916667,,,,,22-6-30 4:15,56649683333 ,52,2804,,0
2022-06-30 4:20,91300000000,61709500000,29590500000,12194800000,19.8 %,,,4116666.667,3896991667,191666.6667,989616666.7,4890916667,,,,,22-6-30 4:20,56818583333 ,53,2813,,0
2022-06-30 4:25,91310000000,61432400000,29877600000,12504200000,20.4 %,,,4116666.667,3896991667,191666.6667,989616666.7,4890916667,,,,,22-6-30 4:25,56541483333 ,54,2799,,0
2022-06-30 4:30,91311400000,61203200000,30108200000,12774300000,20.9 %,,,4116666.667,3896991667,191666.6667,989616666.7,4890916667,,,,,22-6-30 4:30,56312283333 ,55,2787,,0
2022-06-30 4:35,91305400000,61400000000,29905400000,12729000000,20.7 %,,,4116666.667,3896991667,191666.6667,989616666.7,4890916667,,,,,22-6-30 4:35,56509083333 ,56,2797,,0
2022-06-30 4:40,91297200000,61439800000,29857400000,12658600000,20.6 %,,,4116666.667,3896991667,191666.6667,989616666.7,4890916667,,,,,22-6-30 4:40,56548883333 ,57,2799,,0
2022-06-30 4:45,91301100000,61322100000,29979100000,12917300000,21.1 %,,,4116666.667,3896991667,191666.6667,989616666.7,4890916667,,,,,22-6-30 4:45,56431183333 ,58,2793,,0
2022-06-30 4:50,91313500000,61496800000,29816700000,12843700000,20.9 %,,,4116666.667,3896991667,191666.6667,989616666.7,4890916667,,,,,22-6-30 4:50,56605883333 ,59,2802,,0
2022-06-30 4:55,91316400000,61274200000,30042200000,13084700000,21.4 %,,,4116666.667,3896991667,191666.6667,989616666.7,4890916667,,,,,22-6-30 4:55,56383283333 ,60,2791,,0
2022-06-30 5:00,91303600000,61530700000,29772900000,12952200000,21.1 %,2022-06-30,6:00,67675000,3762583333,5433333.333,978233333.3,4813925000,,,,,22-6-30 5:00,56716775000 ,61,2807,,0
2022-06-30 5:05,91317500000,61597200000,29720300000,13098700000,21.3 %,,,67675000,3762583333,5433333.333,978233333.3,4813925000,,,,,22-6-30 5:05,56783275000 ,62,2811,,0
2022-06-30 5:10,91298500000,61602800000,29695800000,13169600000,21.4 %,,,67675000,3762583333,5433333.333,978233333.3,4813925000,,,,,22-6-30 5:10,56788875000 ,63,2811,,0
2022-06-30 5:15,91287200000,61921000000,29366300000,13036300000,21.1 %,,,67675000,3762583333,5433333.333,978233333.3,4813925000,,,,,22-6-30 5:15,57107075000 ,64,2827,,0
2022-06-30 5:20,91273000000,61844400000,29428600000,13173800000,21.3 %,,,67675000,3762583333,5433333.333,978233333.3,4813925000,,,,,22-6-30 5:20,57030475000 ,65,2823,,0
2022-06-30 5:25,91275900000,62099000000,29176900000,13010500000,21.0 %,,,67675000,3762583333,5433333.333,978233333.3,4813925000,,,,,22-6-30 5:25,57285075000 ,66,2836,,0
2022-06-30 5:30,91278400000,62174600000,29103800000,13028200000,21.0 %,,,67675000,3762583333,5433333.333,978233333.3,4813925000,,,,,22-6-30 5:30,57360675000 ,67,2839,,0
2022-06-30 5:35,91262300000,62436400000,28825800000,12790300000,20.5 %,,,67675000,3762583333,5433333.333,978233333.3,4813925000,,,,,22-6-30 5:35,57622475000 ,68,2852,,0
2022-06-30 5:40,91258500000,62604900000,28653700000,12691900000,20.3 %,,,67675000,3762583333,5433333.333,978233333.3,4813925000,,,,,22-6-30 5:40,57790975000 ,69,2861,,0
2022-06-30 5:45,91268800000,62761600000,28507200000,12280200000,19.6 %,,,67675000,3762583333,5433333.333,978233333.3,4813925000,,,,,22-6-30 5:45,57947675000 ,70,2868,,0
2022-06-30 5:50,91268200000,62872100000,28396100000,12376800000,19.7 %,,,67675000,3762583333,5433333.333,978233333.3,4813925000,,,,,22-6-30 5:50,58058175000 ,71,2874,,0
2022-06-30 5:55,91266600000,63102200000,28164400000,12333400000,19.5 %,,,67675000,3762583333,5433333.333,978233333.3,4813925000,,,,,22-6-30 5:55,58288275000 ,72,2885,,0
2022-06-30 6:00,91249300000,63511000000,27738300000,12029600000,18.9 %,2022-06-30,7:00,1454600000,3285558333,87775000,875908333.3,5703841667,,,,,22-6-30 6:00,57807158333 ,73,2861,,0
2022-06-30 6:05,91226600000,63782800000,27443800000,12094900000,19.0 %,,,1454600000,3285558333,87775000,875908333.3,5703841667,,,,,22-6-30 6:05,58078958333 ,74,2875,,0
2022-06-30 6:10,91230000000,64597700000,26632300000,11674300000,18.1 %,,,1454600000,3285558333,87775000,875908333.3,5703841667,,,,,22-6-30 6:10,58893858333 ,75,2915,,0
2022-06-30 6:15,91233800000,64767900000,26466000000,11731100000,18.1 %,,,1454600000,3285558333,87775000,875908333.3,5703841667,,,,,22-6-30 6:15,59064058333 ,76,2924,,0
2022-06-30 6:20,91236600000,64838000000,26398600000,12057400000,18.6 %,,,1454600000,3285558333,87775000,875908333.3,5703841667,,,,,22-6-30 6:20,59134158333 ,77,2927,,0
2022-06-30 6:25,91238600000,65058100000,26180500000,11913700000,18.3 %,,,1454600000,3285558333,87775000,875908333.3,5703841667,,,,,22-6-30 6:25,59354258333 ,78,2938,,0
2022-06-30 6:30,91239400000,65181100000,26058300000,12118800000,18.6 %,,,1454600000,3285558333,87775000,875908333.3,5703841667,,,,,22-6-30 6:30,59477258333 ,79,2944,,0
2022-06-30 6:35,91026400000,65669400000,25357000000,11895200000,18.1 %,,,1454600000,3285558333,87775000,875908333.3,5703841667,,,,,22-6-30 6:35,59965558333 ,80,2968,,0
2022-06-30 6:40,91028100000,66166700000,24861400000,11958300000,18.1 %,,,1454600000,3285558333,87775000,875908333.3,5703841667,,,,,22-6-30 6:40,60462858333 ,81,2993,,0
2022-06-30 6:45,91030800000,66406800000,24624000000,12093300000,18.2 %,,,1454600000,3285558333,87775000,875908333.3,5703841667,,,,,22-6-30 6:45,60702958333 ,82,3005,,0
2022-06-30 6:50,91038300000,66751700000,24286600000,12109900000,18.1 %,,,1454600000,3285558333,87775000,875908333.3,5703841667,,,,,22-6-30 6:50,61047858333 ,83,3022,,0
2022-06-30 6:55,91039100000,67041000000,23998100000,12212300000,18.2 %,,,1454600000,3285558333,87775000,875908333.3,5703841667,,,,,22-6-30 6:55,61337158333 ,84,3036,,0
2022-06-30 7:00,91044000000,67436600000,23607400000,12151000000,18.0 %,2022-06-30,8:00,4796533333,2606191667,312841666.7,1004283333,8719850000,,,,,22-6-30 7:00,58716750000 ,85,2906,,0
2022-06-30 7:05,91027900000,67971200000,23056700000,12699800000,18.7 %,,,4796533333,2606191667,312841666.7,1004283333,8719850000,,,,,22-6-30 7:05,59251350000 ,86,2933,,0
2022-06-30 7:10,91113700000,68508900000,22604800000,12903300000,18.8 %,,,4796533333,2606191667,312841666.7,1004283333,8719850000,,,,,22-6-30 7:10,59789050000 ,87,2960,,0
2022-06-30 7:15,91161400000,69201300000,21960100000,13050500000,18.9 %,,,4796533333,2606191667,312841666.7,1004283333,8719850000,,,,,22-6-30 7:15,60481450000 ,88,2994,,0
2022-06-30 7:20,91188500000,69643700000,21544800000,13268600000,19.1 %,,,4796533333,2606191667,312841666.7,1004283333,8719850000,,,,,22-6-30 7:20,60923850000 ,89,3016,,0
2022-06-30 7:25,91186300000,69971100000,21215200000,13230900000,18.9 %,,,4796533333,2606191667,312841666.7,1004283333,8719850000,,,,,22-6-30 7:25,61251250000 ,90,3032,,0
2022-06-30 7:30,91137600000,70339700000,20798000000,14081400000,20.0 %,,,4796533333,2606191667,312841666.7,1004283333,8719850000,,,,,22-6-30 7:30,61619850000 ,91,3050,,0
2022-06-30 7:35,91139600000,70609900000,20529700000,14748300000,20.9 %,,,4796533333,2606191667,312841666.7,1004283333,8719850000,,,,,22-6-30 7:35,61890050000 ,92,3064,,0
2022-06-30 7:40,91123800000,71371200000,19752600000,14855600000,20.8 %,,,4796533333,2606191667,312841666.7,1004283333,8719850000,,,,,22-6-30 7:40,62651350000 ,93,3101,,0
2022-06-30 7:45,91125200000,71675000000,19450200000,15231600000,21.3 %,,,4796533333,2606191667,312841666.7,1004283333,8719850000,,,,,22-6-30 7:45,62955150000 ,94,3116,,0
2022-06-30 7:50,91146900000,71942600000,19204400000,15457400000,21.5 %,,,4796533333,2606191667,312841666.7,1004283333,8719850000,,,,,22-6-30 7:50,63222750000 ,95,3130,,0
2022-06-30 7:55,91159900000,72518700000,18641200000,15380700000,21.2 %,,,4796533333,2606191667,312841666.7,1004283333,8719850000,,,,,22-6-30 7:55,63798850000 ,96,3158,,0
2022-06-30 8:00,91164200000,73271800000,17892500000,15061100000,20.6 %,2022-06-30,9:00,9213916667,2158033333,550566666.7,937525000,12860041667,,,,,22-6-30 8:00,60411758333 ,97,2990,,0
2022-06-30 8:05,91503600000,74017900000,17485700000,14499600000,19.6 %,,,9213916667,2158033333,550566666.7,937525000,12860041667,,,,,22-6-30 8:05,61157858333 ,98,3027,,0
