날짜,,실시간 전력 부하,,,,,,육태,육풍,제태,제풍,신재생에너지,,,,,날짜,Net demand,hour,Demand,,
2022-06-30 20:25,91578600000,78758900000,12819700000,11048300000,14.0 %,,,5854033333,2817308333,55066666.67,532491666.7,9258900000,,,,,22-6-30 20:25,69500000000 ,246,3440,,0
2022-06-30 20:30,91590500000,78698100000,12892400000,10951900000,13.9 %,,,5854033333,2817308333,55066666.67,532491666.7,9258900000,,,,,22-6-30 20:30,69439200000 ,247,3437,,0
2022-06-30 20:35,91566300000,78432300000,13134000000,10755400000,13.7 %,,,5854033333,2817308333,55066666.67,532491666.7,9258900000,,,,,22-6-30 20:35,69173400000 ,248,3424,,0
2022-06-30 20:40,91560100000,78143300000,13416800000,10698000000,13.7 %,,,5854033333,2817308333,55066666.67,532491666.7,9258900000,,,,,22-6-30 20:40,68884400000 ,249,3410,,0
2022-06-30 20:45,91555200000,77834100000,13721000000,10592500000,13.6 %,,,5854033333,2817308333,55066666.67,532491666.7,9258900000,,,,,22-6-30 20:45,68575200000 ,250,3394,,0
2022-06-30 20:50,91527900000,77525000000,14002800000,10757500000,13.9 %,,,5854033333,2817308333,55066666.67,532491666.7,9258900000,,,,,22-6-30 20:50,68266100000 ,251,3379,,0
2022-06-30 20:55,91520800000,77391100000,14129700000,10788000000,13.9 %,,,5854033333,2817308333,55066666.67,532491666.7,9258900000,,,,,22-6-30 20:55,68132200000 ,252,3373,,0
2022-06-30 21:00,91523000000,77197400000,14325600000,10397600000,13.5 %,2022-06-30,22:00,4073583333,2857650000,37116666.67,404183333.3,7372533333,,,,,22-6-30 21:00,69824866667 ,253,3456,,0
2022-06-30 21:05,91444500000,76576200000,14868300000,10374800000,13.5 %,,,4073583333,2857650000,37116666.67,404183333.3,7372533333,,,,,22-6-30 21:05,69203666667 ,254,3426,,0
2022-06-30 21:10,91732000000,76521000000,15211000000,10330100000,13.5 %,,,4073583333,2857650000,37116666.67,404183333.3,7372533333,,,,,22-6-30 21:10,69148466667 ,255,3423,,0
2022-06-30 21:15,91713300000,76030900000,15682400000,10922300000,14.4 %,,,4073583333,2857650000,37116666.67,404183333.3,7372533333,,,,,22-6-30 21:15,68658366667 ,256,3399,,0
2022-06-30 21:20,91701600000,75742600000,15959000000,11248700000,14.9 %,,,4073583333,2857650000,37116666.67,404183333.3,7372533333,,,,,22-6-30 21:20,68370066667 ,257,3384,,0
2022-06-30 21:25,91695400000,75482700000,16212700000,11506900000,15.2 %,,,4073583333,2857650000,37116666.67,404183333.3,7372533333,,,,,22-6-30 21:25,68110166667 ,258,3371,,0
2022-06-30 21:30,91699100000,75451300000,16247800000,11434400000,15.2 %,,,4073583333,2857650000,37116666.67,404183333.3,7372533333,,,,,22-6-30 21:30,68078766667 ,259,3370,,0
2022-06-30 21:35,90653800000,74873900000,15779900000,11892000000,15.9 %,,,4073583333,2857650000,37116666.67,404183333.3,7372533333,,,,,22-6-30 21:35,67501366667 ,260,3341,,0
2022-06-30 21:40,90637100000,74593400000,16043700000,11970100000,16.0 %,,,4073583333,2857650000,37116666.67,404183333.3,7372533333,,,,,22-6-30 21:40,67220866667 ,261,3327,,0
2022-06-30 21:45,90635800000,74489700000,16146100000,12017700000,16.1 %,,,4073583333,2857650000,37116666.67,404183333.3,7372533333,,,,,22-6-30 21:45,67117166667 ,262,3322,,0
2022-06-30 21:50,90635700000,74337600000,16298100000,12398000000,16.7 %,,,4073583333,2857650000,37116666.67,404183333.3,7372533333,,,,,22-6-30 21:50,66965066667 ,263,3315,,0
2022-06-30 21:55,90607900000,74037500000,16570400000,12494200000,16.9 %,,,4073583333,2857650000,37116666.67,404183333.3,7372533333,,,,,22-6-30 21:55,66664966667 ,264,3300,,0
2022-06-30 22:00,90591900000,73462600000,17129400000,12979400000,17.7 %,2022-06-30,23:00,1162075000,3128083333,11591666.67,345950000,4647700000,,,,,22-6-30 22:00,68814900000 ,265,3406,,0
2022-06-30 22:05,90499300000,73073600000,17425700000,13093700000,17.9 %,,,1162075000,3128083333,11591666.67,345950000,4647700000,,,,,22-6-30 22:05,68425900000 ,266,3387,,0
2022-06-30 22:10,90448400000,72409400000,18039000000,13486900000,18.6 %,,,1162075000,3128083333,11591666.67,345950000,4647700000,,,,,22-6-30 22:10,67761700000 ,267,3354,,0
2022-06-30 22:15,90425400000,72563800000,17861700000,12831800000,17.7 %,,,1162075000,3128083333,11591666.67,345950000,4647700000,,,,,22-6-30 22:15,67916100000 ,268,3362,,0
2022-06-30 22:20,90351000000,72344300000,18006700000,12328300000,17.0 %,,,1162075000,3128083333,11591666.67,345950000,4647700000,,,,,22-6-30 22:20,67696600000 ,269,3351,,0
2022-06-30 22:25,90355300000,72047000000,18308300000,12277900000,17.0 %,,,1162075000,3128083333,11591666.67,345950000,4647700000,,,,,22-6-30 22:25,67399300000 ,270,3336,,0
2022-06-30 22:30,90368800000,71566900000,18801900000,12620400000,17.6 %,,,1162075000,3128083333,11591666.67,345950000,4647700000,,,,,22-6-30 22:30,66919200000 ,271,3312,,0
2022-06-30 22:35,90394500000,70975900000,19418600000,13034800000,18.4 %,,,1162075000,3128083333,11591666.67,345950000,4647700000,,,,,22-6-30 22:35,66328200000 ,272,3283,,0
2022-06-30 22:40,90412200000,71054600000,19357600000,12578900000,17.7 %,,,1162075000,3128083333,11591666.67,345950000,4647700000,,,,,22-6-30 22:40,66406900000 ,273,3287,,0
2022-06-30 22:45,90411500000,70912300000,19499100000,12683900000,17.9 %,,,1162075000,3128083333,11591666.67,345950000,4647700000,,,,,22-6-30 22:45,66264600000 ,274,3280,,0
2022-06-30 22:50,90408400000,70206900000,20201500000,12901100000,18.4 %,,,1162075000,3128083333,11591666.67,345950000,4647700000,,,,,22-6-30 22:50,65559200000 ,275,3245,,0
2022-06-30 22:55,90408900000,70040700000,20368200000,12847700000,18.3 %,,,1162075000,3128083333,11591666.67,345950000,4647700000,,,,,22-6-30 22:55,65393000000 ,276,3237,,0
2022-06-30 23:00,90416400000,69850900000,20565500000,12832200000,18.4 %,2022-06-30,0:00,243108333.3,3611266667,3875000,206266666.7,4064516667,,,,,22-6-30 23:00,65786383333 ,277,3256,,0
2022-06-30 23:05,90473200000,70321500000,20151700000,11850400000,16.9 %,,,243108333.3,3611266667,3875000,206266666.7,4064516667,,,,,22-6-30 23:05,66256983333 ,278,3280,,0
2022-06-30 23:10,90455800000,70418800000,20037000000,11240900000,16.0 %,,,243108333.3,3611266667,3875000,206266666.7,4064516667,,,,,22-6-30 23:10,66354283333 ,279,3285,,0
2022-06-30 23:15,90430900000,69962400000,20468500000,10962800000,15.7 %,,,243108333.3,3611266667,3875000,206266666.7,4064516667,,,,,22-6-30 23:15,65897883333 ,280,3262,,0
2022-06-30 23:20,90393800000,69824600000,20569200000,10877200000,15.6 %,,,243108333.3,3611266667,3875000,206266666.7,4064516667,,,,,22-6-30 23:20,65760083333 ,281,3255,,0
2022-06-30 23:25,90404100000,69529300000,20874800000,10945200000,15.7 %,,,243108333.3,3611266667,3875000,206266666.7,4064516667,,,,,22-6-30 23:25,65464783333 ,282,3240,,0
2022-06-30 23:30,90400900000,69094800000,21306100000,10977900000,15.9 %,,,243108333.3,3611266667,3875000,206266666.7,4064516667,,,,,22-6-30 23:30,65030283333 ,283,3219,,0
2022-06-30 23:35,90433700000,68766500000,21667200000,11224000000,16.3 %,,,243108333.3,3611266667,3875000,206266666.7,4064516667,,,,,22-6-30 23:35,64701983333 ,284,3203,,0
2022-06-30 23:40,90434300000,68036500000,22397800000,11828100000,17.4 %,,,243108333.3,3611266667,3875000,206266666.7,4064516667,,,,,22-6-30 23:40,63971983333 ,285,3167,,0
2022-06-30 23:45,90434300000,67620000000,22814300000,11565900000,17.1 %,,,243108333.3,3611266667,3875000,206266666.7,4064516667,,,,,22-6-30 23:45,63555483333 ,286,3146,,0
2022-06-30 23:50,90421900000,67495600000,22926200000,11686500000,17.3 %,,,243108333.3,3611266667,3875000,206266666.7,4064516667,,,,,22-6-30 23:50,63431083333 ,287,3140,,0
2022-06-30 23:55,90433600000,66893400000,23540200000,12193500000,18.2 %,,,243108333.3,3611266667,3875000,206266666.7,4064516667,,,,,22-6-30 23:55,62828883333 ,288,3110,,0
,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,70707466667 ,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
